9	90697	crash test dummies
21	210375	heads for electric toothbrushes
43	430198	cake decorating
9	90324	optical lenses
29	290079	marmalade
6	60463	bag hangers of metal
11	110150	ovens, other than for laboratory use
1	10426	phenol for industrial purposes
40	400050	planing of materials
21	210404	squeegees [cleaning instruments]
20	200285	screw tops, not of metal, for bottles
15	150048	picks for stringed instruments
31	310136	mussels, live
24	240029	coverlets [bedspreads]
12	120088	bicycle wheel rims
1	10641	humus top dressing
1	10026	propellant gases for aerosols
20	200265	shoulder poles [yokes]
28	280233	pumps specially adapted for use with balls for games
12	120184	aircraft
16	160006	paper*
6	60350	roof coverings of metal
16	160363	polymer modelling clay
12	120172	dining carriages
21	210145	grills [cooking utensils]
25	250041	inner soles
31	310150	linseed for animal consumption
37	370067	upholstering
11	110091	lamp glasses
10	100048	dentists' armchairs
8	80045	caulking irons
36	360109	provident fund services
29	290022	colza oil for food
12	120247	air bags [safety devices for automobiles]
7	70256	crushers for kitchen use, electric
6	60127	pipes of metal
5	50220	lotions for veterinary purposes
36	360066	deposits of valuables
3	30116	lavender oil
5	50329	medicines for veterinary purposes
9	90415	pyrometers
39	390092	rental of wheelchairs
30	300246	freeze-dried dishes with the main ingredient being rice
7	70288	bread cutting machines
28	280062	novelty toys for playing jokes
9	90828	electric sockets
30	300094	maltose
5	50273	soporifics
13	130017	Bengal lights
30	300249	dulce de leche
5	50167	medicinal oils
40	400068	recycling of waste and trash
8	80194	augers [hand tools]
41	410080	religious education
9	90062	juke boxes, musical
42	420259	rental of meters for the recording of energy consumption
30	300062	soya flour
3	30131	eyebrow cosmetics
18	180057	traces [harness]
7	70169	grain separators
31	310045	eggs for hatching, fertilized
4	40066	naphtha
6	60280	bird baths [structures] of metal
2	20126	watercolour paints for use in art
9	90357	naval signalling apparatus
5	50079	hydrated chloral for pharmaceutical purposes
18	180083	briefcases
21	210144	drinking bottles for sports
1	10362	textile-waterproofing chemicals
11	110051	electric torches
14	140017	straps for wristwatches
37	370029	construction*
9	90157	retorts
25	250011	boas [necklets]
20	200024	library shelves
9	90426	spectroscopes
9	90185	transparencies [photography]
14	140002	clock hands
14	140173	presentation boxes for jewellery
8	80036	pickhammers
7	70558	nail pullers, electric
12	120157	pneumatic tires
41	410090	videotape editing
7	70084	spin dryers [not heated]
28	280010	swings
42	420256	research in the field of welding
30	300060	mustard meal
7	70248	power hammers
30	300191	halvah
20	200192	lockers
21	210148	powder puffs
45	450217	planning and arranging of wedding ceremonies
5	50122	digestives for pharmaceutical purposes
3	30119	rose oil
5	50040	corn rings for the feet
40	400049	bookbinding
39	390062	armoured-car transport
18	180111	garment bags for travel
7	70531	electric arc cutting apparatus
1	10195	cement-waterproofing chemicals, except paints
5	50401	air deodorising preparations
30	300127	tapioca
42	420136	calibration [measuring]
44	440201	solarium services
12	120305	clips adapted for fastening automobile parts to automobile bodies
31	310014	salt for cattle
32	320050	smoothies
10	100094	ice bags for medical purposes
7	70581	steam mops
7	70322	rail-laying machines
9	90513	beacons, luminous
35	350106	marketing
22	220019	cocoons
9	90311	ionization apparatus not for the treatment of air or water
9	90258	plumb lines
17	170049	insulating gloves
29	290040	crayfish, not live
26	260018	edgings for clothing
10	100205	masks for use by medical personnel
7	70112	type-setting machines [photocomposition]
30	300205	dessert mousses [confectionery]
16	160008	advertisement boards of paper or cardboard
9	90104	slide calipers
16	160346	document laminators for office use
8	80266	ceramic knives
24	240116	fabrics for textile use
6	60140	fittings of metal for building
11	110237	lamp shades
8	80117	goffering irons
22	220003	strips for tying-up vines
26	260087	zippers for bags
7	70516	kick starters for motorcycles
2	20031	bronzing lacquers
10	100060	compressors [surgical]
9	90170	crucibles [laboratory]
16	160223	plans
12	120006	hot air balloons
41	410203	arranging and conducting of in-person educational forums
26	260117	prize ribbons
30	300097	mint for confectionery
5	50068	capsules for medicines
28	280208	stuffed toys
26	260042	hair nets
5	50002	aconitine
9	90643	electronic notice boards
6	60382	statuettes of common metal
30	300066	ferments for pastes
5	50267	scapulars for surgical purposes
41	410209	providing television programs, not downloadable, via video-on-demand services
7	70510	machines and apparatus for wax-polishing, electric
12	120072	rolling stock for railways
2	20061	natural resins, raw
2	20083	anti-rust oils
22	220027	horsehair*
1	10121	beer-clarifying and preserving agents
28	280028	skating boots with skates attached
19	190079	posts, not of metal, for power lines
5	50444	acne treatment preparations
7	70170	ejectors
1	10500	liquids for removing sulfates from batteries
30	300107	lozenges [confectionery]
2	20066	printing ink
12	120214	inner tubes for bicycle tires
3	30089	potassium hypochloride
5	50202	chemical preparations for treating mildew
10	100138	respirators for artificial respiration
11	110233	ventilation [air-conditioning] installations and apparatus
16	160009	postage meters for office use
16	160072	index cards [stationery]
12	120199	automobiles
9	90007	batteries, electric, for vehicles
9	90571	optical fibers [light conducting filaments]
21	210351	fly traps
8	80015	punch rings [knuckle dusters]
24	240122	sleeping bags for babies
7	70578	vegetable spiralizers, electric
20	200013	silvered glass [mirrors]
1	10054	americium
5	50393	vaginal washes for medical purposes
31	310139	raw barks
29	290186	eggplant paste
8	80254	sand trap rakes
8	80178	rasps [hand tools]
19	190062	building paper
26	260063	tassels [haberdashery]
21	210084	glue-pots
30	300246	lyophilised dishes with the main ingredient being rice
25	250141	boots for sports*
7	70356	machines for the production of sugar
12	120277	fitted stroller mosquito nets
32	320025	malt wort
5	50385	bone cement for surgical and orthopaedic purposes
16	160209	stationery
9	90625	X-ray photographs, other than for medical purposes
8	80222	hair clippers for animals [hand instruments]
13	130061	primings [fuses]
19	190041	telephone booths, not of metal
16	160017	pencil sharpening machines, electric or non-electric
7	70573	rubber tracks being parts of crawlers on snow ploughs
1	10263	opacifiers for glass
9	90711	digital photo frames
16	160088	numbers [type]
10	100098	abdominal pads
5	50274	sodium salts for medical purposes
7	70313	roller bridges
37	370150	refilling of ink cartridges
16	160085	jackets for papers
20	200068	containers, not of metal [storage, transport]
16	160273	paintbrushes
6	60375	tinfoil
30	300115	puddings
44	440215	medical advice for individuals with disabilities
15	150037	gongs
3	30234	collagen preparations for cosmetic purposes
8	80185	hoes [hand tools]
7	70543	self-regulating fuel pumps
1	10005	vulcanization accelerators
41	410033	zoological garden services
1	10124	manganese dioxide
25	250093	liveries
20	200332	head positioning pillows for babies
3	30213	joss sticks
6	60165	lintels of metal
41	410194	conducting fitness classes
36	360029	financing services
9	90217	control panels [electricity]
9	90762	covers for tablet computers
36	360031	pawnbrokerage
5	50058	medicinal mud
20	200258	infant walkers
12	120230	steering wheels for vehicles
12	120210	shock absorbers for automobiles
9	90240	material testing instruments and machines
29	290193	yakitori
7	70062	threading machines
5	50491	medicated toothpaste
31	310058	hay
6	60227	ironmongery*
10	100003	abdominal corsets
44	440208	medical equipment rental
16	160381	clips for name badge holders [office requisites]
21	210153	pots
21	210370	reusable ice cubes
28	280195	camouflage screens [sports articles]
44	440209	health centre services
22	220080	bottle envelopes of straw
6	60346	windows of metal
45	450202	inspection of factories for safety purposes
3	30046	shoe wax
36	360039	marine insurance underwriting
9	90197	distribution boards [electricity]
6	60116	fish plates [rails]
44	440131	animal grooming
1	10395	chemical preparations to prevent mildew
8	80110	shovels [hand tools]
44	440166	tree surgery
6	60075	sash pulleys of metal
21	210094	tie presses
39	390119	arranging for travel visas and travel documents for persons travelling abroad
1	10572	nitrates
5	50086	cocaine
30	300284	edible paper wafers
21	210102	scoops for household purposes
28	280181	roulette wheels
40	400006	paper finishing
1	10155	cellulose
10	100062	corn knives
21	210244	boxes for sweets
4	40069	ozokerite
16	160076	hat boxes of cardboard
37	370017	upholstery repair
20	200233	shells
17	170088	asbestos fibers
16	160046	pamphlets
1	10138	condensation-preventing chemicals
35	350097	outsourcing services [business assistance]
9	90307	mirrors for inspecting work
17	170068	sleeves of rubber for protecting parts of machines
5	50456	herbal extracts for medical purposes
9	90148	contacts, electric
16	160134	nibs of gold
19	190136	sheet piles, not of metal
14	140165	cloisonné jewelry
1	10478	salts [fertilisers]
5	50431	lecithin dietary supplements
20	200124	bed fittings, not of metal
18	180017	bits for animals [harness]
18	180014	umbrella sticks
1	10353	oil-bleaching chemicals
39	390039	freighting
5	50410	pearl powder for medical purposes
5	50343	extracts of hops for pharmaceutical purposes
36	360034	fire insurance underwriting
9	90566	electric door bells
11	110375	beverage urns, electric
16	160027	calculating tables
28	280147	protective paddings [parts of sports suits]
1	10556	zirconia
10	100035	catgut
10	100180	apparatus for use in medical analysis
9	90589	computer operating programs, recorded
5	50438	alcohol for pharmaceutical purposes
7	70193	finishing machines
5	50140	surgical dressings
21	210159	utensils for household purposes
20	200314	bumper guards for cribs, other than bed linen
12	120005	air vehicles
30	300019	peppermint sweets
16	160311	gums [adhesives] for stationery or household purposes
35	350137	production of teleshopping programmes
25	250087	waterproof clothing
7	70521	vacuum cleaner bags
14	140169	jewelry findings
14	140030	chronometric instruments
24	240105	filtering materials of textile
3	30244	vaginal washes for personal sanitary or deodorant purposes
22	220045	ladder tapes or webbing for venetian blinds
42	420227	providing information relating to computer technology and programming via a web site
42	420228	cartography services
1	10106	bases [chemical preparations]
5	50203	malt for pharmaceutical purposes
11	110040	lamps
30	300072	cake dough
5	50019	sticking plasters
1	10505	chemicals for use in forestry, except fungicides, herbicides, insecticides and parasiticides
4	40034	grease for leather
20	200281	indoor window shades of paper
29	290145	fish meal for human consumption
18	180018	frames for umbrellas or parasols
24	240126	cot bumpers [bed linen]
16	160056	sealing machines for offices
38	380049	videoconferencing services
25	250017	dress shields
30	300138	almond confectionery
25	250073	esparto shoes or sandals
28	280026	bob-sleighs
21	210267	trays for household purposes
34	340023	mouthpieces for cigarette holders
16	160328	stickers [stationery]
3	30198	denture polishes
31	310004	nuts, unprocessed
14	140118	earrings
20	200148	partitions of wood for furniture
16	160377	animation cels
23	230006	coir thread and yarn
30	300275	gluten-free bread
3	30040	hair dyes
3	30206	floor wax removers [scouring preparations]
25	250191	headscarves
12	120025	automobile chassis
9	90727	memory cards for video game machines
9	90007	accumulators, electric, for vehicles
6	60138	titanium iron
9	90606	light regulators [dimmers], electric
1	10659	fish meal fertilisers
9	90372	computers
17	170046	vulcanized fiber
30	300132	vermicelli
1	10339	fat-bleaching chemicals
16	160300	writing cases [stationery]
20	200308	console tables
17	170055	insulating paper
7	70181	die-stamping machines
5	50433	alginates for pharmaceutical purposes
25	250186	headwear
31	310057	pollen [raw material]
5	50434	casein dietary supplements
29	290124	liver
6	60255	turnstiles of metal
42	420011	architectural services
29	290156	cranberry compote
1	10193	mastic for tyres
15	150059	skins for drums
25	250146	slips [underclothing]
7	70503	welding apparatus, gas-operated
28	280198	scale model kits [toys]
1	10196	cement preservatives, except paints and oils
19	190188	floating docks, not of metal, for mooring boats
21	210313	clothes-pins
11	110365	USB-powered cup heaters
14	140052	medals
8	80055	saws [hand tools]
41	410198	games equipment rental
12	120281	mobility scooters
24	240075	furniture coverings of plastic
1	10388	mercury salts
10	100063	esthetic massage apparatus
11	110218	taps*
11	110278	fumigation apparatus, not for medical purposes
31	310092	onions, fresh
29	290257	ginger, preserved
30	300069	sugar*
21	210412	toothpaste tube squeezers
42	420240	creating and designing website-based indexes of information for others [information technology services]
26	260013	hair bands
1	10002	adhesives for industrial purposes
12	120114	casings for pneumatic tires
29	290075	spiny lobsters, not live
1	10688	collagen for industrial purposes
6	60095	check rails of metal for railways
31	310052	livestock fattening preparations
9	90781	electronic key fobs being remote control apparatus
9	90145	junction boxes [electricity]
9	90726	3D spectacles
28	280224	controllers for toys
7	70488	dust removing installations for cleaning purposes
1	10573	adhesives for wall tiles
16	160246	bags [envelopes, pouches] of paper or plastics, for packaging
20	200239	statuettes of wood, wax, plaster or plastic
29	290178	milk ferments for culinary purposes
29	290225	peanut milk-based beverages
1	10317	chemical preparations for smoking meat
25	250128	bibs, not of paper
3	30248	massage candles for cosmetic purposes
7	70198	stuffing boxes [parts of machines]
9	90195	range finders
20	200304	bag hangers, not of metal
19	190043	calcareous stone
1	10228	cyanides [prussiates]
7	70319	puddling machines
42	420193	surveying
3	30033	make-up preparations
1	10041	ethyl alcohol
30	300101	mustard
16	160022	document files [stationery]
1	10186	cholic acid
16	160312	gummed cloth for stationery purposes
15	150070	trombones
35	350009	photocopying services
12	120021	boats
3	30064	cosmetic kits
27	270004	gymnastic mats
20	200023	bassinets
1	10521	glass-staining chemicals
7	70214	atomisers [machines]
5	50218	fly destroying preparations
26	260069	letters for marking linen
6	60271	mooring bollards of metal
1	10015	chemical condensation preparations
9	90136	thread counters
21	210052	lamp-glass brushes
3	30256	body paint for cosmetic purposes
29	290020	sauerkraut
20	200089	tortoiseshell
1	10103	baryta paper
1	10038	caustic alkali
9	90703	cell phone straps
8	80184	weeding forks [hand tools]
3	30236	food flavourings [essential oils]
3	30153	soda lye
4	40072	coal dust [fuel]
29	290245	omelets
1	10141	calcium cyanamide [fertilizer]
35	350127	web indexing for commercial or advertising purposes
1	10055	starch for industrial purposes
28	280046	shin guards [sports articles]
7	70338	roller bearings
45	450006	night guard services
10	100219	love dolls [sex dolls]
11	110145	filaments for electric lamps
30	300251	onigiri
1	10678	sal ammoniac spirits
6	60399	identity plates of metal
37	370133	drilling of deep oil or gas wells
24	240046	elastic woven material
7	70118	sealing joints [parts of engines]
3	30109	petroleum jelly for cosmetic purposes
1	10633	mordants for metals
3	30201	hair spray
24	240075	coverings of plastic for furniture
7	70201	lawnmowers [machines]
8	80201	grindstones [hand tools]
3	30255	micellar water
17	170115	anti-dazzle films for windows [tinted films]
12	120179	cleats [nautical]
5	50487	capsules made of dendrimer-based polymers, for pharmaceuticals
21	210235	table plates
3	30152	cakes of toilet soap
29	290110	tomato juice for cooking
1	10191	chromic acid
39	390049	boat transport
12	120047	bogies for railway cars
10	100008	needles for medical purposes
8	80130	truncheons
14	140117	hat jewellery
3	30138	wallpaper cleaning preparations
21	210176	electric combs
7	70264	mine borers
29	290244	hash browns
43	430102	restaurant services
25	250057	ready-made clothing
3	30169	almond milk for cosmetic purposes
10	100214	orthodontic appliances
19	190162	sills, not of metal
29	290084	palm oil for food
9	90392	viewfinders, photographic
30	300076	ice for refreshment
6	60304	rods of metal for welding
39	390102	aircraft rental
18	180054	covers for animals
18	180010	purses
9	90474	telerupters
12	120319	self-balancing electric unicycles
7	70520	door openers, pneumatic
6	60252	roofing of metal
9	90565	dosimeters
15	150057	organs
45	450179	fire-fighting
35	350099	writing of publicity texts
9	90599	encoded magnetic cards
6	60139	tungsten iron
9	90010	acidimeters for batteries
7	70324	raking machines
27	270014	linoleum
9	90756	infrared detectors
17	170057	insulating varnish
10	100042	cannulae
24	240124	sleeping bags
26	260021	buttons*
28	280174	starting blocks for sports
7	70326	trueing machines
11	110243	water softening apparatus and installations
29	290186	aubergine paste
24	240047	curtain holders of textile material
16	160352	molds for modelling clays [artists' materials]
18	180059	halters
14	140178	chaplets
41	410029	theatre productions
16	160158	forms, printed
9	90156	spectacle cords
16	160183	paperweights
2	20026	wood coatings [paints]
5	50224	smelling salts
11	110370	fog machines
19	190170	statues of stone, concrete or marble
10	100197	spirometers [medical apparatus]
29	290203	lyophilized meat
9	90472	teleprompters
6	60231	packaging containers of metal
9	90230	cleaning apparatus for sound recording discs
1	10539	peat [fertiliser]
2	20113	carbonyl [wood preservative]
11	110025	structural framework for ovens
16	160199	inking sheets for duplicators
37	370144	rental of dishwashing machines
2	20093	anti-tarnishing preparations for metals
5	50158	gentian for pharmaceutical purposes
7	70268	reapers
44	440196	in vitro fertilisation services
28	280029	candle holders for Christmas trees
40	400061	paper treating
42	420045	cosmetic research
6	60152	grilles of metal
11	110314	extractor hoods for kitchens
8	80122	branding irons
1	10458	radium for scientific purposes
5	50225	ointments for pharmaceutical purposes
6	60087	wall plugs of metal
9	90659	navigation apparatus for vehicles [on-board computers]
9	90233	spools [photography]
1	10406	sensitized plates for offset printing
15	150014	harmonicas
9	90427	resistances, electric
30	300213	wheat germ for human consumption
2	20111	dye-wood
10	100263	canes for medical purposes
2	20039	carbon black [pigment]
12	120289	baby carriages
1	10463	rhenium
21	210311	chopsticks
3	30019	cotton swabs for cosmetic purposes
42	420234	weather forecasting
5	50075	dog washes [insecticides]
37	370143	pest control services, other than for agriculture, aquaculture, horticulture and forestry
12	120079	hydraulic circuits for vehicles
5	50375	preparations of trace elements for human and animal use
9	90763	black boxes [data recorders]
24	240019	hat linings, of textile, in the piece
19	190196	swimming pools [structures], not of metal
1	10078	gum arabic for industrial purposes
7	70370	pneumatic tube conveyors
21	210020	brooms
22	220040	silk flock
10	100142	uterine syringes
41	410061	practical training [demonstration]
21	210070	cauldrons
31	310090	silkworm eggs
7	70416	flues for engine boilers
8	80031	livestock marking tools
16	160090	chromos
16	160097	letters [type]
20	200174	tanks, not of metal nor of masonry
44	440077	gardening
17	170093	stops of rubber
26	260112	competitors' numbers
9	90666	fibre optic cables
10	100129	sphygmotensiometers
5	50070	poultices
31	310109	peas, fresh
25	250179	judo uniforms
6	60204	lock bolts
35	350162	telephone switchboard services
5	50214	pastilles for pharmaceutical purposes
30	300104	pies
7	70564	pigs for cleaning pipes
6	60272	floating docks of metal, for mooring boats
28	280043	machines for physical exercises
28	280244	boomerangs
21	210011	poultry rings
5	50465	astringents for medical purposes
5	50298	food for babies
28	280215	portable games with liquid crystal displays
20	200259	inflatable publicity objects
22	220061	wadding for padding and stuffing upholstery
20	200271	pet cushions
31	310121	truffles, fresh
22	220050	raw or treated wool
9	90264	filters for use in photography
17	170102	plastic fibers, other than for textile use
21	210227	tableware, other than knives, forks and spoons
28	280034	golf clubs
11	110076	heating installations [water]
6	60315	window frames of metal
7	70258	metalworking machines
16	160115	cream containers of paper
11	110261	coffee percolators, electric
9	90164	switches, electric
5	50081	tobacco-free cigarettes for medical purposes
1	10153	lutetium [cassiopium]
3	30128	mint essence [essential oil]
4	40023	coal
12	120130	motors for land vehicles
22	220026	cotton tow
41	410042	providing casino facilities [gambling]
5	50388	antibiotics
9	90740	covers for smartphones
11	110136	ceiling lights
6	60439	prefabricated houses [kits] of metal
29	290048	jellies for food
36	360041	savings bank services
6	60112	containers of metal for compressed gas or liquid air
43	430025	cafeteria services
5	50495	swim nappies, disposable, for babies
20	200236	water-pipe valves of plastic
10	100134	radiotherapy apparatus
21	210357	barbecue mitts
40	400057	textile dyeing
14	140169	jewellery findings
1	10705	topsoil
7	70194	chucks [parts of machines]
19	190016	balustrades, not of metal
30	300072	cake batter
7	70365	slide rests [parts of machines]
1	10296	filtering preparations for the beverages industry
30	300010	coffee flavorings
31	310144	rice, unprocessed
3	30167	volatile alkali [ammonia] [detergent]
7	70036	belts for conveyors
38	380024	computer aided transmission of messages and images
4	40018	wood briquettes
12	120251	cleaning trolleys
39	390007	vehicle breakdown towing services
19	190112	parquet flooring
9	90497	theft prevention installations, electric
9	90128	containers for microscope slides
9	90107	cinematographic cameras
1	10335	glucosides
9	90675	solenoid valves [electromagnetic switches]
2	20014	silver paste
11	110316	laundry dryers, electric
10	100261	cooling pads for first aid purposes
16	160011	pen clips
16	160016	cigar bands
16	160053	sealing stamps
6	60437	stables of metal
9	90573	X-ray films, exposed
6	60061	cadmium
5	50463	freeze-dried meat adapted for medical purposes
30	300121	sago
3	30136	false nails
16	160020	watercolors [paintings]
6	60091	water-pipes of metal
21	210208	dishes
10	100272	pill crushers
1	10427	phosphates [fertilizers]
20	200151	mobiles [decoration]
33	330022	sake
1	10303	fluorspar compounds
16	160092	files [office requisites]
3	30252	basma [cosmetic dye]
10	100076	dentures
1	10450	promethium
26	260136	artificial Christmas garlands incorporating lights
31	310080	litter for animals
19	190248	wooden floor boards
9	90807	wearable video display monitors
4	40024	peat [fuel]
18	180031	leather cord
8	80017	squares [hand tools]
2	20112	dyewood extracts
16	160078	cardboard tubes
3	30174	color-brightening chemicals for household purposes [laundry]
9	90144	connectors [electricity]
35	350129	appointment scheduling services [office functions]
28	280239	rhythmic gymnastics ribbons
5	50349	isotopes for medical purposes
2	20055	thickeners for paints
1	10284	methyl ether
7	70028	ploughs
16	160108	wrappers [stationery]
13	130028	hammers for rifles
10	100145	pacifiers for babies
29	290101	tomato purée
1	10328	solidified gases for industrial purposes
36	360122	financial research
4	40029	wax for lighting
1	10719	chemical preparations to prevent diseases affecting cereal plants
7	70167	nut-tapping machines
7	70557	engine mounts, other than for land vehicles
2	20029	sienna earth
12	120318	self-balancing boards
40	400087	providing information relating to material treatment
44	440202	health spa services
15	150074	violas
9	90022	electro-dynamic apparatus for the remote control of railway points
11	110200	vehicle headlights
22	220041	wool flock
14	140014	barrels [clock- and watchmaking]
33	330001	peppermint liqueurs
9	90090	pressure indicator plugs for valves
21	210051	toilet brushes
11	110344	fairy lights for festive decoration
32	320003	ginger ale
16	160198	handkerchiefs of paper
18	180067	fur-skins
29	290254	lactic acid drinks
29	290081	animal marrow for food
4	40014	charcoal [fuel]
6	60045	bick-irons
31	310102	mash for fattening livestock
19	190253	rock crystal
37	370132	carpentry services
1	10671	gluten for industrial purposes
9	90537	computer keyboards
1	10514	tartar, other than for pharmaceutical purposes
7	70386	aeronautical engines
30	300042	sugar confectionery
7	70031	grease rings [parts of machines]
19	190181	window glass, other than vehicle window glass
9	90329	signs, luminous
17	170105	threads of plastic materials, other than for textile use
3	30207	non-slipping wax for floors
7	70536	galvanizing machines
8	80072	hand tools, hand-operated
6	60010	steel sheets
21	210099	ice cube molds
8	80125	sword scabbards
23	230003	embroidery thread and yarn
26	260128	appliqués [haberdashery]
1	10473	scandium
9	90478	time recording apparatus
30	300008	confectionery for decorating Christmas trees
39	390002	escorting of travellers
19	190134	palisading, not of metal
11	110192	miners' lamps
13	130064	fog signals, explosive
9	90279	gasometers [measuring instruments]
28	280254	play tents
26	260026	fastenings for braces
11	110087	footwarmers, electric or non-electric
7	70072	capstans
30	300023	buns
8	80149	blades [hand tools]
7	70218	printing machines
17	170103	glass fibers for insulation
30	300102	nutmegs
6	60416	foils of metal for wrapping and packaging
30	300126	spaghetti
20	200050	seats
38	380044	providing access to databases
5	50367	dietary fiber
36	360001	accident insurance underwriting
3	30123	cleansing milk for toilet purposes
35	350122	outsourced administrative management for companies
30	300235	savoury pancakes
41	410219	educational services provided by special needs assistants
7	70332	riveting machines
19	190119	buildings, transportable, not of metal
9	90654	goggles for sports
16	160104	correcting ink [heliography]
7	70237	lifting apparatus
6	60290	swimming pools [structures] of metal
7	70379	winnowers
31	310111	preparations for egg laying poultry
9	90529	identity cards, magnetic
9	90819	data gloves
28	280257	playhouses for children
30	300039	marzipan
5	50098	corn remedies
5	50364	chemical reagents for medical or veterinary purposes
8	80037	knife steels
19	190199	bicycle parking installations, not of metal
32	320052	beer-based cocktails
20	200335	door closers, not of metal, non-electric
12	120204	anti-dazzle devices for vehicles*
16	160148	pen wipers
9	90693	transponders
12	120091	bicycle wheel hubs
11	110292	chromatography apparatus for industrial purposes
7	70037	belt conveyors
42	420252	exploration services in the field of the oil, gas and mining industries
6	60415	ducts of metal for ventilating and air-conditioning installations
26	260040	hair barrettes
21	210339	mop wringers
19	190243	prefabricated houses [kits], not of metal
7	70215	hydraulic turbines
3	30021	bergamot oil
6	60157	brass, unwrought or semi-wrought
30	300177	muesli
39	390082	rescue operations [transport]
31	310029	chicory roots
30	300042	confectionery
21	210379	pig bristles for brush-making
25	250018	braces for clothing [suspenders]
11	110231	ash conveyor installations, automatic
30	300003	pasta
1	10072	antifreeze
10	100047	orthopaedic belts
1	10350	oils for tanning leather
12	120154	windscreens
11	110111	discharge tubes, electric, for lighting
16	160004	address stamps
30	300073	ground ginger
26	260134	needle-threaders
37	370149	snow removal
9	90809	rescue laser signalling flares
9	90742	selfie sticks [hand-held monopods]
7	70032	piston rings
10	100137	protection devices against X-rays, for medical purposes
21	210334	towel rails and rings
5	50290	vesicants
11	110071	light bulbs for directional signals for vehicles
7	70259	looms
7	70280	shuttles [parts of machines]
20	200222	dinner wagons [furniture]
6	60435	refractory construction materials of metal
9	90338	protective masks*
28	280120	Christmas tree stands
9	90340	coin-operated mechanisms for television sets
1	10261	salts for galvanic batteries
1	10211	chemical preparations for use in photography
11	110160	gas scrubbers [parts of gas installations]
29	290010	coconut butter
21	210048	bottle openers, electric and non-electric
26	260044	tresses of hair
9	90087	cabinets for loudspeakers
19	190220	drain pipes, not of metal
16	160295	table napkins of paper
5	50256	quinine for medical purposes
19	190048	grog [fired refractory material]
5	50110	teeth filling material
5	50365	contact lens cleaning preparations
1	10478	salts [fertilizers]
11	110212	vehicle reflectors
7	70352	shoe lasts [parts of machines]
19	190108	rocket launching platforms, not of metal
16	160334	ink sticks
3	30150	sachets for perfuming linen
33	330002	fruit extracts, alcoholic
7	70492	emergency power generators
9	90396	steering apparatus, automatic, for vehicles
16	160266	adhesive tapes for stationery or household purposes
38	380047	transmission of digital files
12	120150	ships
16	160285	plastic bubble packs for wrapping or packaging
11	110227	cooling installations for tobacco
5	50307	dietetic beverages adapted for medical purposes
24	240044	drugget
21	210093	ironing board covers, shaped
16	160126	diagrams
6	60143	eye bolts
3	30100	essential oils
16	160337	newsletters
9	90082	fire beaters
40	400069	cloth pre-shrinking
21	210206	syringes for watering flowers and plants
6	60240	bells for animals
1	10286	stain-preventing chemicals for use on fabrics
5	50181	iodoform
20	200204	ambroid plates
28	280061	golf bags, with or without wheels
1	10370	kaolin
41	410046	arranging and conducting of congresses
37	370027	safe maintenance and repair
1	10357	carbonic hydrates
30	300206	fruit coulis [sauces]
35	350023	demonstration of goods
11	110105	water closets
38	380033	rental of telecommunication equipment
14	140048	jet, unwrought or semi-wrought
12	120159	pontoons
3	30066	cotton wool for cosmetic purposes
9	90312	peepholes [magnifying lenses] for doors
1	10233	oil-separating chemicals
21	210063	decanters
9	90803	selfie lenses
21	210359	bulb basters
30	300068	petits fours
20	200046	screens for fireplaces [furniture]
37	370055	vehicle washing
12	120121	windscreen wipers
20	200232	wall plugs, not of metal
37	370040	painting or repair of signs
10	100172	sterile sheets, surgical
26	260051	crochet needles
17	170118	duct tapes
30	300207	marinades
7	70006	aerocondensers
5	50125	drugs for medical purposes
19	190044	roof gutters, not of metal
43	430201	hookah lounge services
9	90034	asbestos gloves for protection against accidents
21	210252	busts of porcelain, ceramic, earthenware, terra-cotta or glass
12	120291	fitted footmuffs for pushchairs
7	70117	pulleys [parts of machines]
9	90812	height measuring instruments
5	50056	charcoal for pharmaceutical purposes
29	290099	preparations for making soup
15	150013	basses [musical instruments]
16	160027	arithmetical tables
9	90243	petrol gauges
8	80092	sharpening instruments
20	200080	coathooks, not of metal
21	210040	demijohns
7	70097	sliders for knitting machines
7	70409	gear boxes, other than for land vehicles
9	90833	padlocks, electronic
13	130034	explosives
6	60328	framework of metal for building
4	40033	grease for belts
7	70346	sausage making machines
3	30226	essential oils of citron
29	290219	peanut milk
9	90275	gloves for divers
26	260095	elastic ribbons
40	400053	custom tailoring
45	450213	registration of domain names [legal services]
1	10404	chemical preparations to prevent wheat blight
21	210362	mop wringer buckets
4	40056	moistening oil
7	70499	packaging machines
41	410099	providing online electronic publications, not downloadable
28	280252	ski poles for roller skis
24	240017	hemp fabric
1	10277	spirits of vinegar [dilute acetic acid]
9	90734	cellular phones
18	180090	chain mesh purses
30	300017	malt biscuits
16	160143	inking ribbons
31	310122	residue in a still after distillation
14	140082	alarm clocks
30	300123	celery salt
25	250108	pajamas
20	200179	animal hooves
7	70350	bellows [parts of machines]
12	120267	brake discs for vehicles
12	120290	fitted footmuffs for prams
7	70045	concrete mixers [machines]
1	10094	nitrogenous fertilizers
11	110012	air reheaters
9	90182	diaphragms [acoustics]
25	250162	paper hats [clothing]
9	90614	mouse [computer peripheral]
11	110039	bath plumbing fixtures
1	10067	anhydrides
9	90581	bar code readers
19	190031	sawn timber
16	160155	figurines of papier mâché
30	300247	lyophilized dishes with the main ingredient being pasta
9	90176	animated cartoons
